"state_fips","state_short","state","area","area_type","fips","period","year","employment","labor_force","unemployment"
"41","OR","Oregon","Clatsop County","county",41007,"April",2020,14437,19063,4626
"41","OR","Oregon","Clatsop County","county",41007,"May",2020,14575,18908,4333
"41","OR","Oregon","Columbia County","county",41009,"January",2019,23114,24452,1338
"41","OR","Oregon","Columbia County","county",41009,"February",2019,23238,24530,1292
"41","OR","Oregon","Columbia County","county",41009,"March",2019,23236,24456,1220
"41","OR","Oregon","Columbia County","county",41009,"April",2019,23274,24379,1105
"41","OR","Oregon","Columbia County","county",41009,"May",2019,23232,24246,1014
"41","OR","Oregon","Columbia County","county",41009,"June",2019,23217,24367,1150
"41","OR","Oregon","Columbia County","county",41009,"July",2019,23380,24569,1189
"41","OR","Oregon","Columbia County","county",41009,"August",2019,23396,24551,1155
"41","OR","Oregon","Columbia County","county",41009,"September",2019,23436,24384,948
"41","OR","Oregon","Columbia County","county",41009,"October",2019,23480,24417,937
"41","OR","Oregon","Columbia County","county",41009,"November",2019,23567,24464,897
"41","OR","Oregon","Columbia County","county",41009,"December",2019,23505,24418,913
"41","OR","Oregon","Columbia County","county",41009,"January",2020,23353,24516,1163
"41","OR","Oregon","Columbia County","county",41009,"February",2020,23468,24589,1121
"41","OR","Oregon","Columbia County","county",41009,"March",2020,23441,24552,1111
"41","OR","Oregon","Columbia County","county",41009,"April",2020,20768,24434,3666
"41","OR","Oregon","Columbia County","county",41009,"May",2020,20969,24281,3312
"41","OR","Oregon","Coos County","county",41011,"January",2019,24479,26135,1656
"41","OR","Oregon","Coos County","county",41011,"February",2019,24892,26449,1557
"41","OR","Oregon","Coos County","county",41011,"March",2019,24777,26310,1533
"41","OR","Oregon","Coos County","county",41011,"April",2019,24648,25966,1318
"41","OR","Oregon","Coos County","county",41011,"May",2019,25057,26244,1187
"41","OR","Oregon","Coos County","county",41011,"June",2019,24988,26340,1352
"41","OR","Oregon","Coos County","county",41011,"July",2019,24788,26185,1397
"41","OR","Oregon","Coos County","county",41011,"August",2019,25063,26375,1312
"41","OR","Oregon","Coos County","county",41011,"September",2019,25057,26057,1000
"41","OR","Oregon","Coos County","county",41011,"October",2019,24936,25935,999
"41","OR","Oregon","Coos County","county",41011,"November",2019,24988,25951,963
"41","OR","Oregon","Coos County","county",41011,"December",2019,24819,25815,996
"41","OR","Oregon","Coos County","county",41011,"January",2020,24517,25770,1253
"41","OR","Oregon","Coos County","county",41011,"February",2020,24866,26084,1218
"41","OR","Oregon","Coos County","county",41011,"March",2020,24794,26068,1274
"41","OR","Oregon","Coos County","county",41011,"April",2020,21810,26811,5001
"41","OR","Oregon","Coos County","county",41011,"May",2020,22200,26771,4571
"41","OR","Oregon","Crook County","county",41013,"January",2019,8764,9492,728
"41","OR","Oregon","Crook County","county",41013,"February",2019,8828,9471,643
"41","OR","Oregon","Crook County","county",41013,"March",2019,8751,9452,701
"41","OR","Oregon","Crook County","county",41013,"April",2019,8964,9466,502
"41","OR","Oregon","Crook County","county",41013,"May",2019,9081,9536,455
"41","OR","Oregon","Crook County","county",41013,"June",2019,9257,9751,494
"41","OR","Oregon","Crook County","county",41013,"July",2019,9314,9810,496
"41","OR","Oregon","Crook County","county",41013,"August",2019,9373,9837,464
"41","OR","Oregon","Crook County","county",41013,"September",2019,9383,9751,368
"41","OR","Oregon","Crook County","county",41013,"October",2019,9210,9593,383
"41","OR","Oregon","Crook County","county",41013,"November",2019,9078,9494,416
"41","OR","Oregon","Crook County","county",41013,"December",2019,8989,9457,468
"41","OR","Oregon","Crook County","county",41013,"January",2020,8909,9516,607
"41","OR","Oregon","Crook County","county",41013,"February",2020,8961,9502,541
"41","OR","Oregon","Crook County","county",41013,"March",2020,8956,9499,543
"41","OR","Oregon","Crook County","county",41013,"April",2020,7912,9710,1798
"41","OR","Oregon","Crook County","county",41013,"May",2020,8163,9799,1636
"41","OR","Oregon","Curry County","county",41015,"January",2019,7937,8623,686
"41","OR","Oregon","Curry County","county",41015,"February",2019,8219,8815,596
"41","OR","Oregon","Curry County","county",41015,"March",2019,8263,8840,577
"41","OR","Oregon","Curry County","county",41015,"April",2019,8186,8669,483
"41","OR","Oregon","Curry County","county",41015,"May",2019,8425,8832,407
"41","OR","Oregon","Curry County","county",41015,"June",2019,8569,9034,465
"41","OR","Oregon","Curry County","county",41015,"July",2019,8658,9100,442
"41","OR","Oregon","Curry County","county",41015,"August",2019,8899,9321,422
"41","OR","Oregon","Curry County","county",41015,"September",2019,8816,9170,354
"41","OR","Oregon","Curry County","county",41015,"October",2019,8634,8984,350
"41","OR","Oregon","Curry County","county",41015,"November",2019,8347,8732,385
"41","OR","Oregon","Curry County","county",41015,"December",2019,8231,8620,389
"41","OR","Oregon","Curry County","county",41015,"January",2020,8108,8617,509
"41","OR","Oregon","Curry County","county",41015,"February",2020,8224,8698,474
"41","OR","Oregon","Curry County","county",41015,"March",2020,8184,8679,495
"41","OR","Oregon","Curry County","county",41015,"April",2020,7114,8684,1570
"41","OR","Oregon","Curry County","county",41015,"May",2020,7295,8748,1453
"41","OR","Oregon","Deschutes County","county",41017,"January",2019,90007,95294,5287
"41","OR","Oregon","Deschutes County","county",41017,"February",2019,90280,95242,4962
"41","OR","Oregon","Deschutes County","county",41017,"March",2019,89878,94850,4972
"41","OR","Oregon","Deschutes County","county",41017,"April",2019,91298,95049,3751
"41","OR","Oregon","Deschutes County","county",41017,"May",2019,92455,95754,3299
"41","OR","Oregon","Deschutes County","county",41017,"June",2019,93317,97100,3783
"41","OR","Oregon","Deschutes County","county",41017,"July",2019,94019,97698,3679
"41","OR","Oregon","Deschutes County","county",41017,"August",2019,94469,97993,3524
"41","OR","Oregon","Deschutes County","county",41017,"September",2019,94109,96932,2823
"41","OR","Oregon","Deschutes County","county",41017,"October",2019,93551,96369,2818
"41","OR","Oregon","Deschutes County","county",41017,"November",2019,92618,95449,2831
"41","OR","Oregon","Deschutes County","county",41017,"December",2019,92333,95386,3053
"41","OR","Oregon","Deschutes County","county",41017,"January",2020,91416,95424,4008
"41","OR","Oregon","Deschutes County","county",41017,"February",2020,91731,95628,3897
"41","OR","Oregon","Deschutes County","county",41017,"March",2020,91919,95746,3827
"41","OR","Oregon","Deschutes County","county",41017,"April",2020,78664,96249,17585
"41","OR","Oregon","Deschutes County","county",41017,"May",2020,81732,97176,15444
"41","OR","Oregon","Douglas County","county",41019,"January",2019,43705,46670,2965
"41","OR","Oregon","Douglas County","county",41019,"February",2019,43714,46507,2793
"41","OR","Oregon","Douglas County","county",41019,"March",2019,43497,46237,2740
"41","OR","Oregon","Douglas County","county",41019,"April",2019,43424,45817,2393
"41","OR","Oregon","Douglas County","county",41019,"May",2019,43868,45903,2035
"41","OR","Oregon","Douglas County","county",41019,"June",2019,44006,46356,2350
"41","OR","Oregon","Douglas County","county",41019,"July",2019,44278,46695,2417
"41","OR","Oregon","Douglas County","county",41019,"August",2019,44504,46870,2366
"41","OR","Oregon","Douglas County","county",41019,"September",2019,44806,46645,1839
"41","OR","Oregon","Douglas County","county",41019,"October",2019,44551,46398,1847
"41","OR","Oregon","Douglas County","county",41019,"November",2019,44373,46139,1766
"41","OR","Oregon","Douglas County","county",41019,"December",2019,44025,45829,1804
"41","OR","Oregon","Douglas County","county",41019,"January",2020,43840,46206,2366
"41","OR","Oregon","Douglas County","county",41019,"February",2020,43890,46142,2252
"41","OR","Oregon","Douglas County","county",41019,"March",2020,44000,46322,2322
"41","OR","Oregon","Douglas County","county",41019,"April",2020,39342,47102,7760
"41","OR","Oregon","Douglas County","county",41019,"May",2020,40226,47183,6957
"41","OR","Oregon","Gilliam County","county",41021,"January",2019,896,940,44
"41","OR","Oregon","Gilliam County","county",41021,"February",2019,910,962,52
"41","OR","Oregon","Gilliam County","county",41021,"March",2019,940,981,41
"41","OR","Oregon","Gilliam County","county",41021,"April",2019,971,999,28
"41","OR","Oregon","Gilliam County","county",41021,"May",2019,963,995,32
"41","OR","Oregon","Gilliam County","county",41021,"June",2019,971,1006,35
"41","OR","Oregon","Gilliam County","county",41021,"July",2019,964,996,32
"41","OR","Oregon","Gilliam County","county",41021,"August",2019,934,966,32
"41","OR","Oregon","Gilliam County","county",41021,"September",2019,882,912,30
"41","OR","Oregon","Gilliam County","county",41021,"October",2019,846,877,31
"41","OR","Oregon","Gilliam County","county",41021,"November",2019,832,860,28
"41","OR","Oregon","Gilliam County","county",41021,"December",2019,837,868,31
"41","OR","Oregon","Gilliam County","county",41021,"January",2020,840,886,46
"41","OR","Oregon","Gilliam County","county",41021,"February",2020,853,905,52
"41","OR","Oregon","Gilliam County","county",41021,"March",2020,853,898,45
"41","OR","Oregon","Gilliam County","county",41021,"April",2020,795,896,101
"41","OR","Oregon","Gilliam County","county",41021,"May",2020,783,881,98
"41","OR","Oregon","Grant County","county",41023,"January",2019,2750,3205,455
"41","OR","Oregon","Grant County","county",41023,"February",2019,2793,3149,356
"41","OR","Oregon","Grant County","county",41023,"March",2019,2810,3123,313
"41","OR","Oregon","Grant County","county",41023,"April",2019,2817,3116,299
"41","OR","Oregon","Grant County","county",41023,"May",2019,2978,3158,180
"41","OR","Oregon","Grant County","county",41023,"June",2019,3166,3324,158
"41","OR","Oregon","Grant County","county",41023,"July",2019,3115,3264,149
"41","OR","Oregon","Grant County","county",41023,"August",2019,3161,3304,143
"41","OR","Oregon","Grant County","county",41023,"September",2019,3127,3240,113
"41","OR","Oregon","Grant County","county",41023,"October",2019,3054,3181,127
"41","OR","Oregon","Grant County","county",41023,"November",2019,2942,3109,167
"41","OR","Oregon","Grant County","county",41023,"December",2019,2859,3049,190
"41","OR","Oregon","Grant County","county",41023,"January",2020,2773,3062,289
"41","OR","Oregon","Grant County","county",41023,"February",2020,2776,3064,288
"41","OR","Oregon","Grant County","county",41023,"March",2020,2833,3112,279
"41","OR","Oregon","Grant County","county",41023,"April",2020,2726,3200,474
"41","OR","Oregon","Grant County","county",41023,"May",2020,2761,3182,421
"41","OR","Oregon","Harney County","county",41025,"January",2019,3180,3569,389
"41","OR","Oregon","Harney County","county",41025,"February",2019,3237,3524,287
"41","OR","Oregon","Harney County","county",41025,"March",2019,3257,3514,257
"41","OR","Oregon","Harney County","county",41025,"April",2019,3337,3548,211
"41","OR","Oregon","Harney County","county",41025,"May",2019,3431,3594,163
"41","OR","Oregon","Harney County","county",41025,"June",2019,3439,3597,158
"41","OR","Oregon","Harney County","county",41025,"July",2019,3512,3669,157
"41","OR","Oregon","Harney County","county",41025,"August",2019,3537,3692,155
"41","OR","Oregon","Harney County","county",41025,"September",2019,3501,3616,115
"41","OR","Oregon","Harney County","county",41025,"October",2019,3473,3584,111
"41","OR","Oregon","Harney County","county",41025,"November",2019,3417,3534,117
"41","OR","Oregon","Harney County","county",41025,"December",2019,3320,3481,161
"41","OR","Oregon","Harney County","county",41025,"January",2020,3221,3453,232
"41","OR","Oregon","Harney County","county",41025,"February",2020,3217,3435,218
"41","OR","Oregon","Harney County","county",41025,"March",2020,3265,3466,201
"41","OR","Oregon","Harney County","county",41025,"April",2020,3166,3501,335
"41","OR","Oregon","Harney County","county",41025,"May",2020,3172,3487,315
"41","OR","Oregon","Hood River County","county",41027,"January",2019,13316,13857,541
"41","OR","Oregon","Hood River County","county",41027,"February",2019,13025,13727,702
"41","OR","Oregon","Hood River County","county",41027,"March",2019,13137,13724,587
"41","OR","Oregon","Hood River County","county",41027,"April",2019,13567,14010,443
"41","OR","Oregon","Hood River County","county",41027,"May",2019,13253,13665,412
"41","OR","Oregon","Hood River County","county",41027,"June",2019,14065,14539,474
"41","OR","Oregon","Hood River County","county",41027,"July",2019,15890,16399,509
"41","OR","Oregon","Hood River County","county",41027,"August",2019,15965,16439,474
"41","OR","Oregon","Hood River County","county",41027,"September",2019,15124,15474,350
"41","OR","Oregon","Hood River County","county",41027,"October",2019,13991,14332,341
"41","OR","Oregon","Hood River County","county",41027,"November",2019,13416,13745,329
"41","OR","Oregon","Hood River County","county",41027,"December",2019,13399,13736,337
"41","OR","Oregon","Hood River County","county",41027,"January",2020,13215,13683,468
"41","OR","Oregon","Hood River County","county",41027,"February",2020,12958,13366,408
"41","OR","Oregon","Hood River County","county",41027,"March",2020,13250,13673,423
"41","OR","Oregon","Hood River County","county",41027,"April",2020,11641,13571,1930
"41","OR","Oregon","Hood River County","county",41027,"May",2020,10966,12680,1714
"41","OR","Oregon","Jackson County","county",41029,"January",2019,97011,102959,5948
"41","OR","Oregon","Jackson County","county",41029,"February",2019,97743,103304,5561
"41","OR","Oregon","Jackson County","county",41029,"March",2019,97688,103253,5565
"41","OR","Oregon","Jackson County","county",41029,"April",2019,98110,102912,4802
"41","OR","Oregon","Jackson County","county",41029,"May",2019,98748,102918,4170
"41","OR","Oregon","Jackson County","county",41029,"June",2019,98781,103596,4815
"41","OR","Oregon","Jackson County","county",41029,"July",2019,98246,103568,5322
"41","OR","Oregon","Jackson County","county",41029,"August",2019,99699,104367,4668
"41","OR","Oregon","Jackson County","county",41029,"September",2019,101039,104447,3408
"41","OR","Oregon","Jackson County","county",41029,"October",2019,100828,104139,3311
"41","OR","Oregon","Jackson County","county",41029,"November",2019,100344,103552,3208
"41","OR","Oregon","Jackson County","county",41029,"December",2019,99167,102395,3228
"41","OR","Oregon","Jackson County","county",41029,"January",2020,96756,101275,4519
"41","OR","Oregon","Jackson County","county",41029,"February",2020,97723,102301,4578
"41","OR","Oregon","Jackson County","county",41029,"March",2020,97103,101891,4788
"41","OR","Oregon","Jackson County","county",41029,"April",2020,86475,102887,16412
"41","OR","Oregon","Jackson County","county",41029,"May",2020,90216,105133,14917
"41","OR","Oregon","Jefferson County","county",41031,"January",2019,9323,10122,799
"41","OR","Oregon","Jefferson County","county",41031,"February",2019,9314,10046,732
"41","OR","Oregon","Jefferson County","county",41031,"March",2019,9330,10064,734
"41","OR","Oregon","Jefferson County","county",41031,"April",2019,9641,10177,536
"41","OR","Oregon","Jefferson County","county",41031,"May",2019,9838,10269,431
"41","OR","Oregon","Jefferson County","county",41031,"June",2019,9940,10410,470
"41","OR","Oregon","Jefferson County","county",41031,"July",2019,9817,10290,473
"41","OR","Oregon","Jefferson County","county",41031,"August",2019,9808,10272,464
"41","OR","Oregon","Jefferson County","county",41031,"September",2019,9762,10118,356
"41","OR","Oregon","Jefferson County","county",41031,"October",2019,9675,10034,359
"41","OR","Oregon","Jefferson County","county",41031,"November",2019,9516,9892,376
"41","OR","Oregon","Jefferson County","county",41031,"December",2019,9390,9802,412
"41","OR","Oregon","Jefferson County","county",41031,"January",2020,9373,9973,600
"41","OR","Oregon","Jefferson County","county",41031,"February",2020,9398,9971,573
"41","OR","Oregon","Jefferson County","county",41031,"March",2020,9368,9900,532
"41","OR","Oregon","Jefferson County","county",41031,"April",2020,8441,9843,1402
"41","OR","Oregon","Jefferson County","county",41031,"May",2020,8449,10043,1594
"41","OR","Oregon","Josephine County","county",41033,"January",2019,33306,35758,2452
"41","OR","Oregon","Josephine County","county",41033,"February",2019,33501,35761,2260
"41","OR","Oregon","Josephine County","county",41033,"March",2019,33444,35615,2171
"41","OR","Oregon","Josephine County","county",41033,"April",2019,33694,35518,1824
"41","OR","Oregon","Josephine County","county",41033,"May",2019,34163,35781,1618
"41","OR","Oregon","Josephine County","county",41033,"June",2019,34309,36143,1834
"41","OR","Oregon","Josephine County","county",41033,"July",2019,34035,35865,1830
"41","OR","Oregon","Josephine County","county",41033,"August",2019,34442,36275,1833
"41","OR","Oregon","Josephine County","county",41033,"September",2019,34610,35985,1375
"41","OR","Oregon","Josephine County","county",41033,"October",2019,34422,35818,1396
"41","OR","Oregon","Josephine County","county",41033,"November",2019,34207,35590,1383
"41","OR","Oregon","Josephine County","county",41033,"December",2019,33918,35320,1402
"41","OR","Oregon","Josephine County","county",41033,"January",2020,33639,35505,1866
"41","OR","Oregon","Josephine County","county",41033,"February",2020,33851,35664,1813
"41","OR","Oregon","Josephine County","county",41033,"March",2020,33969,35824,1855
"41","OR","Oregon","Josephine County","county",41033,"April",2020,30441,35928,5487
"41","OR","Oregon","Josephine County","county",41033,"May",2020,31293,36148,4855
"41","OR","Oregon","Klamath County","county",41035,"January",2019,26717,29491,2774
"41","OR","Oregon","Klamath County","county",41035,"February",2019,26882,29380,2498
"41","OR","Oregon","Klamath County","county",41035,"March",2019,26805,29068,2263
"41","OR","Oregon","Klamath County","county",41035,"April",2019,27468,29281,1813
"41","OR","Oregon","Klamath County","county",41035,"May",2019,27955,29449,1494
"41","OR","Oregon","Klamath County","county",41035,"June",2019,28006,29637,1631
"41","OR","Oregon","Klamath County","county",41035,"July",2019,27866,29548,1682
"41","OR","Oregon","Klamath County","county",41035,"August",2019,27943,29574,1631
"41","OR","Oregon","Klamath County","county",41035,"September",2019,28057,29479,1422
"41","OR","Oregon","Klamath County","county",41035,"October",2019,27961,29345,1384
"41","OR","Oregon","Klamath County","county",41035,"November",2019,27303,28736,1433
"41","OR","Oregon","Klamath County","county",41035,"December",2019,26852,28501,1649
"41","OR","Oregon","Klamath County","county",41035,"January",2020,26319,28671,2352
"41","OR","Oregon","Klamath County","county",41035,"February",2020,26367,28512,2145
"41","OR","Oregon","Klamath County","county",41035,"March",2020,26581,28632,2051
"41","OR","Oregon","Klamath County","county",41035,"April",2020,24517,29071,4554
"41","OR","Oregon","Klamath County","county",41035,"May",2020,25005,29047,4042
"41","OR","Oregon","Lake County","county",41037,"January",2019,3224,3579,355
"41","OR","Oregon","Lake County","county",41037,"February",2019,3227,3505,278
"41","OR","Oregon","Lake County","county",41037,"March",2019,3193,3469,276
"41","OR","Oregon","Lake County","county",41037,"April",2019,3316,3542,226
"41","OR","Oregon","Lake County","county",41037,"May",2019,3417,3587,170
"41","OR","Oregon","Lake County","county",41037,"June",2019,3480,3656,176
"41","OR","Oregon","Lake County","county",41037,"July",2019,3655,3826,171
"41","OR","Oregon","Lake County","county",41037,"August",2019,3663,3831,168
"41","OR","Oregon","Lake County","county",41037,"September",2019,3645,3770,125
"41","OR","Oregon","Lake County","county",41037,"October",2019,3533,3656,123
"41","OR","Oregon","Lake County","county",41037,"November",2019,3441,3566,125
"41","OR","Oregon","Lake County","county",41037,"December",2019,3398,3547,149
"41","OR","Oregon","Lake County","county",41037,"January",2020,3282,3474,192
"41","OR","Oregon","Lake County","county",41037,"February",2020,3336,3519,183
"41","OR","Oregon","Lake County","county",41037,"March",2020,3333,3512,179
"41","OR","Oregon","Lake County","county",41037,"April",2020,3165,3505,340
"41","OR","Oregon","Lake County","county",41037,"May",2020,3284,3563,279
"41","OR","Oregon","Lane County","county",41039,"January",2019,171779,180816,9037
"41","OR","Oregon","Lane County","county",41039,"February",2019,172254,180902,8648
"41","OR","Oregon","Lane County","county",41039,"March",2019,172514,181248,8734
"41","OR","Oregon","Lane County","county",41039,"April",2019,173107,180683,7576
"41","OR","Oregon","Lane County","county",41039,"May",2019,173668,180388,6720
"41","OR","Oregon","Lane County","county",41039,"June",2019,173266,181181,7915
"41","OR","Oregon","Lane County","county",41039,"July",2019,171416,179377,7961
"41","OR","Oregon","Lane County","county",41039,"August",2019,171686,179490,7804
"41","OR","Oregon","Lane County","county",41039,"September",2019,172882,179020,6138
"41","OR","Oregon","Lane County","county",41039,"October",2019,175810,181792,5982
"41","OR","Oregon","Lane County","county",41039,"November",2019,175938,181668,5730
"41","OR","Oregon","Lane County","county",41039,"December",2019,174928,180491,5563
"41","OR","Oregon","Lane County","county",41039,"January",2020,174094,181113,7019
"41","OR","Oregon","Lane County","county",41039,"February",2020,175338,182398,7060
"41","OR","Oregon","Lane County","county",41039,"March",2020,175268,182681,7413
"41","OR","Oregon","Lane County","county",41039,"April",2020,151235,180016,28781
"41","OR","Oregon","Lane County","county",41039,"May",2020,156270,182536,26266
"41","OR","Oregon","Lincoln County","county",41041,"January",2019,19392,20586,1194
"41","OR","Oregon","Lincoln County","county",41041,"February",2019,19363,20455,1092
"41","OR","Oregon","Lincoln County","county",41041,"March",2019,19437,20514,1077
"41","OR","Oregon","Lincoln County","county",41041,"April",2019,19806,20720,914
"41","OR","Oregon","Lincoln County","county",41041,"May",2019,20216,21018,802
"41","OR","Oregon","Lincoln County","county",41041,"June",2019,20583,21539,956
"41","OR","Oregon","Lincoln County","county",41041,"July",2019,20568,21506,938
"41","OR","Oregon","Lincoln County","county",41041,"August",2019,20770,21669,899
"41","OR","Oregon","Lincoln County","county",41041,"September",2019,20525,21243,718
"41","OR","Oregon","Lincoln County","county",41041,"October",2019,19898,20621,723
"41","OR","Oregon","Lincoln County","county",41041,"November",2019,19601,20362,761
"41","OR","Oregon","Lincoln County","county",41041,"December",2019,19208,19950,742
"41","OR","Oregon","Lincoln County","county",41041,"January",2020,19150,20081,931
"41","OR","Oregon","Lincoln County","county",41041,"February",2020,19359,20298,939
"41","OR","Oregon","Lincoln County","county",41041,"March",2020,19338,20298,960
"41","OR","Oregon","Lincoln County","county",41041,"April",2020,15469,20944,5475
"41","OR","Oregon","Lincoln County","county",41041,"May",2020,16261,21245,4984
"41","OR","Oregon","Linn County","county",41043,"January",2019,55835,58979,3144
"41","OR","Oregon","Linn County","county",41043,"February",2019,56043,59152,3109
"41","OR","Oregon","Linn County","county",41043,"March",2019,55918,58877,2959
"41","OR","Oregon","Linn County","county",41043,"April",2019,56364,58968,2604
"41","OR","Oregon","Linn County","county",41043,"May",2019,56217,58533,2316
"41","OR","Oregon","Linn County","county",41043,"June",2019,56215,58902,2687
"41","OR","Oregon","Linn County","county",41043,"July",2019,55461,58253,2792
"41","OR","Oregon","Linn County","county",41043,"August",2019,55811,58418,2607
"41","OR","Oregon","Linn County","county",41043,"September",2019,56235,58338,2103
