GeoFips,GeoName,LineCode,Description,2018
36023,"Cortland, NY",1,Personal income (thousands of dollars),1945984
36023,"Cortland, NY",2,Population (persons) 1/,47823
36023,"Cortland, NY",3,Per capita personal income (dollars) 2/,40691
36025,"Delaware, NY",1,Personal income (thousands of dollars),1764716
36025,"Delaware, NY",2,Population (persons) 1/,44527
36025,"Delaware, NY",3,Per capita personal income (dollars) 2/,39632
36027,"Dutchess, NY",1,Personal income (thousands of dollars),16555300
36027,"Dutchess, NY",2,Population (persons) 1/,293718
36027,"Dutchess, NY",3,Per capita personal income (dollars) 2/,56365
36029,"Erie, NY",1,Personal income (thousands of dollars),47401067
36029,"Erie, NY",2,Population (persons) 1/,919719
36029,"Erie, NY",3,Per capita personal income (dollars) 2/,51539
36031,"Essex, NY",1,Personal income (thousands of dollars),1715649
36031,"Essex, NY",2,Population (persons) 1/,37300
36031,"Essex, NY",3,Per capita personal income (dollars) 2/,45996
36033,"Franklin, NY",1,Personal income (thousands of dollars),1893228
36033,"Franklin, NY",2,Population (persons) 1/,50293
36033,"Franklin, NY",3,Per capita personal income (dollars) 2/,37644
36035,"Fulton, NY",1,Personal income (thousands of dollars),2310420
36035,"Fulton, NY",2,Population (persons) 1/,53591
36035,"Fulton, NY",3,Per capita personal income (dollars) 2/,43112
36037,"Genesee, NY",1,Personal income (thousands of dollars),2506428
36037,"Genesee, NY",2,Population (persons) 1/,57511
36037,"Genesee, NY",3,Per capita personal income (dollars) 2/,43582
36039,"Greene, NY",1,Personal income (thousands of dollars),2232437
36039,"Greene, NY",2,Population (persons) 1/,47491
36039,"Greene, NY",3,Per capita personal income (dollars) 2/,47008
36041,"Hamilton, NY",1,Personal income (thousands of dollars),239816
36041,"Hamilton, NY",2,Population (persons) 1/,4434
36041,"Hamilton, NY",3,Per capita personal income (dollars) 2/,54086
36043,"Herkimer, NY",1,Personal income (thousands of dollars),2571088
36043,"Herkimer, NY",2,Population (persons) 1/,61833
36043,"Herkimer, NY",3,Per capita personal income (dollars) 2/,41581
36045,"Jefferson, NY",1,Personal income (thousands of dollars),5243969
36045,"Jefferson, NY",2,Population (persons) 1/,111755
36045,"Jefferson, NY",3,Per capita personal income (dollars) 2/,46924
36047,"Kings, NY",1,Personal income (thousands of dollars),134804034
36047,"Kings, NY",2,Population (persons) 1/,2582830
36047,"Kings, NY",3,Per capita personal income (dollars) 2/,52192
36049,"Lewis, NY",1,Personal income (thousands of dollars),1162912
36049,"Lewis, NY",2,Population (persons) 1/,26447
36049,"Lewis, NY",3,Per capita personal income (dollars) 2/,43971
36051,"Livingston, NY",1,Personal income (thousands of dollars),2902645
36051,"Livingston, NY",2,Population (persons) 1/,63227
36051,"Livingston, NY",3,Per capita personal income (dollars) 2/,45908
36053,"Madison, NY",1,Personal income (thousands of dollars),3150517
36053,"Madison, NY",2,Population (persons) 1/,70795
36053,"Madison, NY",3,Per capita personal income (dollars) 2/,44502
36055,"Monroe, NY",1,Personal income (thousands of dollars),39314982
36055,"Monroe, NY",2,Population (persons) 1/,742474
36055,"Monroe, NY",3,Per capita personal income (dollars) 2/,52951
36057,"Montgomery, NY",1,Personal income (thousands of dollars),2058697
36057,"Montgomery, NY",2,Population (persons) 1/,49455
36057,"Montgomery, NY",3,Per capita personal income (dollars) 2/,41628
36059,"Nassau, NY",1,Personal income (thousands of dollars),122032027
36059,"Nassau, NY",2,Population (persons) 1/,1358343
36059,"Nassau, NY",3,Per capita personal income (dollars) 2/,89839
36061,"New York, NY",1,Personal income (thousands of dollars),315869671
36061,"New York, NY",2,Population (persons) 1/,1628701
36061,"New York, NY",3,Per capita personal income (dollars) 2/,193940
36063,"Niagara, NY",1,Personal income (thousands of dollars),9574932
36063,"Niagara, NY",2,Population (persons) 1/,210433
36063,"Niagara, NY",3,Per capita personal income (dollars) 2/,45501
36065,"Oneida, NY",1,Personal income (thousands of dollars),10261475
36065,"Oneida, NY",2,Population (persons) 1/,229577
36065,"Oneida, NY",3,Per capita personal income (dollars) 2/,44697
36067,"Onondaga, NY",1,Personal income (thousands of dollars),24423221
36067,"Onondaga, NY",2,Population (persons) 1/,461809
36067,"Onondaga, NY",3,Per capita personal income (dollars) 2/,52886
36069,"Ontario, NY",1,Personal income (thousands of dollars),5877518
36069,"Ontario, NY",2,Population (persons) 1/,109864
36069,"Ontario, NY",3,Per capita personal income (dollars) 2/,53498
36071,"Orange, NY",1,Personal income (thousands of dollars),19803237
36071,"Orange, NY",2,Population (persons) 1/,381951
36071,"Orange, NY",3,Per capita personal income (dollars) 2/,51848
36073,"Orleans, NY",1,Personal income (thousands of dollars),1582350
36073,"Orleans, NY",2,Population (persons) 1/,40612
36073,"Orleans, NY",3,Per capita personal income (dollars) 2/,38963
36075,"Oswego, NY",1,Personal income (thousands of dollars),4779332
36075,"Oswego, NY",2,Population (persons) 1/,117898
36075,"Oswego, NY",3,Per capita personal income (dollars) 2/,40538
36077,"Otsego, NY",1,Personal income (thousands of dollars),2600370
36077,"Otsego, NY",2,Population (persons) 1/,59749
36077,"Otsego, NY",3,Per capita personal income (dollars) 2/,43522
36079,"Putnam, NY",1,Personal income (thousands of dollars),6510366
36079,"Putnam, NY",2,Population (persons) 1/,98892
36079,"Putnam, NY",3,Per capita personal income (dollars) 2/,65833
36081,"Queens, NY",1,Personal income (thousands of dollars),113437408
36081,"Queens, NY",2,Population (persons) 1/,2278906
36081,"Queens, NY",3,Per capita personal income (dollars) 2/,49777
36083,"Rensselaer, NY",1,Personal income (thousands of dollars),7837514
36083,"Rensselaer, NY",2,Population (persons) 1/,159442
36083,"Rensselaer, NY",3,Per capita personal income (dollars) 2/,49156
36085,"Richmond, NY",1,Personal income (thousands of dollars),27022831
36085,"Richmond, NY",2,Population (persons) 1/,476179
36085,"Richmond, NY",3,Per capita personal income (dollars) 2/,56749
36087,"Rockland, NY",1,Personal income (thousands of dollars),19692814
36087,"Rockland, NY",2,Population (persons) 1/,325695
36087,"Rockland, NY",3,Per capita personal income (dollars) 2/,60464
36089,"St. Lawrence, NY",1,Personal income (thousands of dollars),4099269
36089,"St. Lawrence, NY",2,Population (persons) 1/,108047
36089,"St. Lawrence, NY",3,Per capita personal income (dollars) 2/,37940
36091,"Saratoga, NY",1,Personal income (thousands of dollars),15563222
36091,"Saratoga, NY",2,Population (persons) 1/,230163
36091,"Saratoga, NY",3,Per capita personal income (dollars) 2/,67618
36093,"Schenectady, NY",1,Personal income (thousands of dollars),7850343
36093,"Schenectady, NY",2,Population (persons) 1/,155350
36093,"Schenectady, NY",3,Per capita personal income (dollars) 2/,50533
36095,"Schoharie, NY",1,Personal income (thousands of dollars),1268476
36095,"Schoharie, NY",2,Population (persons) 1/,31097
36095,"Schoharie, NY",3,Per capita personal income (dollars) 2/,40791
36097,"Schuyler, NY",1,Personal income (thousands of dollars),753432
36097,"Schuyler, NY",2,Population (persons) 1/,17912
36097,"Schuyler, NY",3,Per capita personal income (dollars) 2/,42063
36099,"Seneca, NY",1,Personal income (thousands of dollars),1323745
36099,"Seneca, NY",2,Population (persons) 1/,34300
36099,"Seneca, NY",3,Per capita personal income (dollars) 2/,38593
36101,"Steuben, NY",1,Personal income (thousands of dollars),4329393
36101,"Steuben, NY",2,Population (persons) 1/,95796
36101,"Steuben, NY",3,Per capita personal income (dollars) 2/,45194
36103,"Suffolk, NY",1,Personal income (thousands of dollars),101628265
36103,"Suffolk, NY",2,Population (persons) 1/,1481093
36103,"Suffolk, NY",3,Per capita personal income (dollars) 2/,68617
36105,"Sullivan, NY",1,Personal income (thousands of dollars),3495810
36105,"Sullivan, NY",2,Population (persons) 1/,75498
36105,"Sullivan, NY",3,Per capita personal income (dollars) 2/,46303
36107,"Tioga, NY",1,Personal income (thousands of dollars),2229373
36107,"Tioga, NY",2,Population (persons) 1/,48560
36107,"Tioga, NY",3,Per capita personal income (dollars) 2/,45910
36109,"Tompkins, NY",1,Personal income (thousands of dollars),4654658
36109,"Tompkins, NY",2,Population (persons) 1/,102793
36109,"Tompkins, NY",3,Per capita personal income (dollars) 2/,45282
36111,"Ulster, NY",1,Personal income (thousands of dollars),9012508
36111,"Ulster, NY",2,Population (persons) 1/,178599
36111,"Ulster, NY",3,Per capita personal income (dollars) 2/,50462
36113,"Warren, NY",1,Personal income (thousands of dollars),3372277
36113,"Warren, NY",2,Population (persons) 1/,64265
36113,"Warren, NY",3,Per capita personal income (dollars) 2/,52475
36115,"Washington, NY",1,Personal income (thousands of dollars),2450512
36115,"Washington, NY",2,Population (persons) 1/,61197
36115,"Washington, NY",3,Per capita personal income (dollars) 2/,40043
36117,"Wayne, NY",1,Personal income (thousands of dollars),4147274
36117,"Wayne, NY",2,Population (persons) 1/,90064
36117,"Wayne, NY",3,Per capita personal income (dollars) 2/,46048
36119,"Westchester, NY",1,Personal income (thousands of dollars),105446410
36119,"Westchester, NY",2,Population (persons) 1/,967612
36119,"Westchester, NY",3,Per capita personal income (dollars) 2/,108976
36121,"Wyoming, NY",1,Personal income (thousands of dollars),1595410
36121,"Wyoming, NY",2,Population (persons) 1/,40085
36121,"Wyoming, NY",3,Per capita personal income (dollars) 2/,39801
36123,"Yates, NY",1,Personal income (thousands of dollars),978793
36123,"Yates, NY",2,Population (persons) 1/,24841
36123,"Yates, NY",3,Per capita personal income (dollars) 2/,39402
37001,"Alamance, NC",1,Personal income (thousands of dollars),6548003
37001,"Alamance, NC",2,Population (persons) 1/,166436
37001,"Alamance, NC",3,Per capita personal income (dollars) 2/,39342
37003,"Alexander, NC",1,Personal income (thousands of dollars),1398436
37003,"Alexander, NC",2,Population (persons) 1/,37353
37003,"Alexander, NC",3,Per capita personal income (dollars) 2/,37438
37005,"Alleghany, NC",1,Personal income (thousands of dollars),419084
37005,"Alleghany, NC",2,Population (persons) 1/,11161
37005,"Alleghany, NC",3,Per capita personal income (dollars) 2/,37549
37007,"Anson, NC",1,Personal income (thousands of dollars),861148
37007,"Anson, NC",2,Population (persons) 1/,24877
37007,"Anson, NC",3,Per capita personal income (dollars) 2/,34616
37009,"Ashe, NC",1,Personal income (thousands of dollars),984049
37009,"Ashe, NC",2,Population (persons) 1/,27109
37009,"Ashe, NC",3,Per capita personal income (dollars) 2/,36300
37011,"Avery, NC",1,Personal income (thousands of dollars),640224
37011,"Avery, NC",2,Population (persons) 1/,17505
37011,"Avery, NC",3,Per capita personal income (dollars) 2/,36574
37013,"Beaufort, NC",1,Personal income (thousands of dollars),1960531
37013,"Beaufort, NC",2,Population (persons) 1/,47079
37013,"Beaufort, NC",3,Per capita personal income (dollars) 2/,41643
37015,"Bertie, NC",1,Personal income (thousands of dollars),661453
37015,"Bertie, NC",2,Population (persons) 1/,19026
37015,"Bertie, NC",3,Per capita personal income (dollars) 2/,34766
37017,"Bladen, NC",1,Personal income (thousands of dollars),1138616
37017,"Bladen, NC",2,Population (persons) 1/,33190
37017,"Bladen, NC",3,Per capita personal income (dollars) 2/,34306
37019,"Brunswick, NC",1,Personal income (thousands of dollars),5845674
37019,"Brunswick, NC",2,Population (persons) 1/,136744
37019,"Brunswick, NC",3,Per capita personal income (dollars) 2/,42749
37021,"Buncombe, NC",1,Personal income (thousands of dollars),12590381
37021,"Buncombe, NC",2,Population (persons) 1/,259103
37021,"Buncombe, NC",3,Per capita personal income (dollars) 2/,48592
37023,"Burke, NC",1,Personal income (thousands of dollars),3187343
37023,"Burke, NC",2,Population (persons) 1/,90382
37023,"Burke, NC",3,Per capita personal income (dollars) 2/,35265
37025,"Cabarrus, NC",1,Personal income (thousands of dollars),9556853
37025,"Cabarrus, NC",2,Population (persons) 1/,211342
37025,"Cabarrus, NC",3,Per capita personal income (dollars) 2/,45220
37027,"Caldwell, NC",1,Personal income (thousands of dollars),2901675
37027,"Caldwell, NC",2,Population (persons) 1/,82029
37027,"Caldwell, NC",3,Per capita personal income (dollars) 2/,35374
37029,"Camden, NC",1,Personal income (thousands of dollars),485536
37029,"Camden, NC",2,Population (persons) 1/,10710
37029,"Camden, NC",3,Per capita personal income (dollars) 2/,45335
37031,"Carteret, NC",1,Personal income (thousands of dollars),3431692
37031,"Carteret, NC",2,Population (persons) 1/,69524
37031,"Carteret, NC",3,Per capita personal income (dollars) 2/,49360
37033,"Caswell, NC",1,Personal income (thousands of dollars),807854
37033,"Caswell, NC",2,Population (persons) 1/,22698
37033,"Caswell, NC",3,Per capita personal income (dollars) 2/,35591
37035,"Catawba, NC",1,Personal income (thousands of dollars),7193629
37035,"Catawba, NC",2,Population (persons) 1/,158652
37035,"Catawba, NC",3,Per capita personal income (dollars) 2/,45342
37037,"Chatham, NC",1,Personal income (thousands of dollars),4610745
37037,"Chatham, NC",2,Population (persons) 1/,73139
37037,"Chatham, NC",3,Per capita personal income (dollars) 2/,63041
37039,"Cherokee, NC",1,Personal income (thousands of dollars),915810
37039,"Cherokee, NC",2,Population (persons) 1/,28383
37039,"Cherokee, NC",3,Per capita personal income (dollars) 2/,32266
37041,"Chowan, NC",1,Personal income (thousands of dollars),572628
37041,"Chowan, NC",2,Population (persons) 1/,14029
37041,"Chowan, NC",3,Per capita personal income (dollars) 2/,40817
37043,"Clay, NC",1,Personal income (thousands of dollars),379361
37043,"Clay, NC",2,Population (persons) 1/,11139
37043,"Clay, NC",3,Per capita personal income (dollars) 2/,34057
37045,"Cleveland, NC",1,Personal income (thousands of dollars),3677383
37045,"Cleveland, NC",2,Population (persons) 1/,97645
37045,"Cleveland, NC",3,Per capita personal income (dollars) 2/,37661
37047,"Columbus, NC",1,Personal income (thousands of dollars),1803034
37047,"Columbus, NC",2,Population (persons) 1/,55655
37047,"Columbus, NC",3,Per capita personal income (dollars) 2/,32397
37049,"Craven, NC",1,Personal income (thousands of dollars),4493680
37049,"Craven, NC",2,Population (persons) 1/,102912
37049,"Craven, NC",3,Per capita personal income (dollars) 2/,43665
37051,"Cumberland, NC",1,Personal income (thousands of dollars),12887624
37051,"Cumberland, NC",2,Population (persons) 1/,332330
37051,"Cumberland, NC",3,Per capita personal income (dollars) 2/,38780
37053,"Currituck, NC",1,Personal income (thousands of dollars),1230023
37053,"Currituck, NC",2,Population (persons) 1/,27072
37053,"Currituck, NC",3,Per capita personal income (dollars) 2/,45435
37055,"Dare, NC",1,Personal income (thousands of dollars),2055507
37055,"Dare, NC",2,Population (persons) 1/,36501
37055,"Dare, NC",3,Per capita personal income (dollars) 2/,56314
37057,"Davidson, NC",1,Personal income (thousands of dollars),6512483
37057,"Davidson, NC",2,Population (persons) 1/,166614
37057,"Davidson, NC",3,Per capita personal income (dollars) 2/,39087
37059,"Davie, NC",1,Personal income (thousands of dollars),2035388
37059,"Davie, NC",2,Population (persons) 1/,42733
37059,"Davie, NC",3,Per capita personal income (dollars) 2/,47630
37061,"Duplin, NC",1,Personal income (thousands of dollars),1978665
37061,"Duplin, NC",2,Population (persons) 1/,58856
37061,"Duplin, NC",3,Per capita personal income (dollars) 2/,33619
37063,"Durham, NC",1,Personal income (thousands of dollars),16058004
37063,"Durham, NC",2,Population (persons) 1/,316739
37063,"Durham, NC",3,Per capita personal income (dollars) 2/,50698
37065,"Edgecombe, NC",1,Personal income (thousands of dollars),1817377
37065,"Edgecombe, NC",2,Population (persons) 1/,52005
37065,"Edgecombe, NC",3,Per capita personal income (dollars) 2/,34946
37067,"Forsyth, NC",1,Personal income (thousands of dollars),18501670
37067,"Forsyth, NC",2,Population (persons) 1/,379099
37067,"Forsyth, NC",3,Per capita personal income (dollars) 2/,48804
37069,"Franklin, NC",1,Personal income (thousands of dollars),2448216
37069,"Franklin, NC",2,Population (persons) 1/,67560
37069,"Franklin, NC",3,Per capita personal income (dollars) 2/,36238
37071,"Gaston, NC",1,Personal income (thousands of dollars),9221142
37071,"Gaston, NC",2,Population (persons) 1/,222846
37071,"Gaston, NC",3,Per capita personal income (dollars) 2/,41379
37073,"Gates, NC",1,Personal income (thousands of dollars),417320
37073,"Gates, NC",2,Population (persons) 1/,11573
37073,"Gates, NC",3,Per capita personal income (dollars) 2/,36060
37075,"Graham, NC",1,Personal income (thousands of dollars),280610
37075,"Graham, NC",2,Population (persons) 1/,8484
37075,"Graham, NC",3,Per capita personal income (dollars) 2/,33075
37077,"Granville, NC",1,Personal income (thousands of dollars),2323593
37077,"Granville, NC",2,Population (persons) 1/,60115
37077,"Granville, NC",3,Per capita personal income (dollars) 2/,38652
37079,"Greene, NC",1,Personal income (thousands of dollars),684341
37079,"Greene, NC",2,Population (persons) 1/,21012
37079,"Greene, NC",3,Per capita personal income (dollars) 2/,32569
37081,"Guilford, NC",1,Personal income (thousands of dollars),24482132
37081,"Guilford, NC",2,Population (persons) 1/,533670
37081,"Guilford, NC",3,Per capita personal income (dollars) 2/,45875
37083,"Halifax, NC",1,Personal income (thousands of dollars),1821331
37083,"Halifax, NC",2,Population (persons) 1/,50574
37083,"Halifax, NC",3,Per capita personal income (dollars) 2/,36013
37085,"Harnett, NC",1,Personal income (thousands of dollars),4644362
37085,"Harnett, NC",2,Population (persons) 1/,134214
37085,"Harnett, NC",3,Per capita personal income (dollars) 2/,34604
37087,"Haywood, NC",1,Personal income (thousands of dollars),2496793
37087,"Haywood, NC",2,Population (persons) 1/,61971
37087,"Haywood, NC",3,Per capita personal income (dollars) 2/,40290
37089,"Henderson, NC",1,Personal income (thousands of dollars),5052354
37089,"Henderson, NC",2,Population (persons) 1/,116748
37089,"Henderson, NC",3,Per capita personal income (dollars) 2/,43276
37091,"Hertford, NC",1,Personal income (thousands of dollars),773705
37091,"Hertford, NC",2,Population (persons) 1/,23659
37091,"Hertford, NC",3,Per capita personal income (dollars) 2/,32702
37093,"Hoke, NC",1,Personal income (thousands of dollars),1705806
37093,"Hoke, NC",2,Population (persons) 1/,54764
37093,"Hoke, NC",3,Per capita personal income (dollars) 2/,31148
37095,"Hyde, NC",1,Personal income (thousands of dollars),227455
37095,"Hyde, NC",2,Population (persons) 1/,5230
37095,"Hyde, NC",3,Per capita personal income (dollars) 2/,43490
37097,"Iredell, NC",1,Personal income (thousands of dollars),8933331
37097,"Iredell, NC",2,Population (persons) 1/,178435
37097,"Iredell, NC",3,Per capita personal income (dollars) 2/,50065
37099,"Jackson, NC",1,Personal income (thousands of dollars),1423021
37099,"Jackson, NC",2,Population (persons) 1/,43327
37099,"Jackson, NC",3,Per capita personal income (dollars) 2/,32844
37101,"Johnston, NC",1,Personal income (thousands of dollars),8091135
37101,"Johnston, NC",2,Population (persons) 1/,202675
37101,"Johnston, NC",3,Per capita personal income (dollars) 2/,39922
37103,"Jones, NC",1,Personal income (thousands of dollars),371374
37103,"Jones, NC",2,Population (persons) 1/,9637
37103,"Jones, NC",3,Per capita personal income (dollars) 2/,38536
37105,"Lee, NC",1,Personal income (thousands of dollars),2464105
37105,"Lee, NC",2,Population (persons) 1/,61452
37105,"Lee, NC",3,Per capita personal income (dollars) 2/,40098
37107,"Lenoir, NC",1,Personal income (thousands of dollars),2290640
37107,"Lenoir, NC",2,Population (persons) 1/,55976
37107,"Lenoir, NC",3,Per capita personal income (dollars) 2/,40922
37109,"Lincoln, NC",1,Personal income (thousands of dollars),3835937
37109,"Lincoln, NC",2,Population (persons) 1/,83770
37109,"Lincoln, NC",3,Per capita personal income (dollars) 2/,45791
37111,"McDowell, NC",1,Personal income (thousands of dollars),1550724
37111,"McDowell, NC",2,Population (persons) 1/,45507
37111,"McDowell, NC",3,Per capita personal income (dollars) 2/,34077
37113,"Macon, NC",1,Personal income (thousands of dollars),1413407
37113,"Macon, NC",2,Population (persons) 1/,35285
37113,"Macon, NC",3,Per capita personal income (dollars) 2/,40057
37115,"Madison, NC",1,Personal income (thousands of dollars),740736
37115,"Madison, NC",2,Population (persons) 1/,21763
37115,"Madison, NC",3,Per capita personal income (dollars) 2/,34036
37117,"Martin, NC",1,Personal income (thousands of dollars),785492
37117,"Martin, NC",2,Population (persons) 1/,22671
37117,"Martin, NC",3,Per capita personal income (dollars) 2/,34647
37119,"Mecklenburg, NC",1,Personal income (thousands of dollars),66878185
37119,"Mecklenburg, NC",2,Population (persons) 1/,1093901
37119,"Mecklenburg, NC",3,Per capita personal income (dollars) 2/,61137
37121,"Mitchell, NC",1,Personal income (thousands of dollars),538981
37121,"Mitchell, NC",2,Population (persons) 1/,15000
37121,"Mitchell, NC",3,Per capita personal income (dollars) 2/,35932
37123,"Montgomery, NC",1,Personal income (thousands of dollars),971143
37123,"Montgomery, NC",2,Population (persons) 1/,27271
37123,"Montgomery, NC",3,Per capita personal income (dollars) 2/,35611
37125,"Moore, NC",1,Personal income (thousands of dollars),5063095
37125,"Moore, NC",2,Population (persons) 1/,98682
37125,"Moore, NC",3,Per capita personal income (dollars) 2/,51307
37127,"Nash, NC",1,Personal income (thousands of dollars),3950184
37127,"Nash, NC",2,Population (persons) 1/,94016
37127,"Nash, NC",3,Per capita personal income (dollars) 2/,42016
37129,"New Hanover, NC",1,Personal income (thousands of dollars),10519705
37129,"New Hanover, NC",2,Population (persons) 1/,232274
37129,"New Hanover, NC",3,Per capita personal income (dollars) 2/,45290
37131,"Northampton, NC",1,Personal income (thousands of dollars),672630
37131,"Northampton, NC",2,Population (persons) 1/,19676
37131,"Northampton, NC",3,Per capita personal income (dollars) 2/,34185
37133,"Onslow, NC",1,Personal income (thousands of dollars),9121475
37133,"Onslow, NC",2,Population (persons) 1/,197683
37133,"Onslow, NC",3,Per capita personal income (dollars) 2/,46142
37135,"Orange, NC",1,Personal income (thousands of dollars),9840004
37135,"Orange, NC",2,Population (persons) 1/,146027
37135,"Orange, NC",3,Per capita personal income (dollars) 2/,67385
37137,"Pamlico, NC",1,Personal income (thousands of dollars),551546
37137,"Pamlico, NC",2,Population (persons) 1/,12670
37137,"Pamlico, NC",3,Per capita personal income (dollars) 2/,43532
37139,"Pasquotank, NC",1,Personal income (thousands of dollars),1562431
37139,"Pasquotank, NC",2,Population (persons) 1/,39639
37139,"Pasquotank, NC",3,Per capita personal income (dollars) 2/,39417
37141,"Pender, NC",1,Personal income (thousands of dollars),2232472
37141,"Pender, NC",2,Population (persons) 1/,62162
37141,"Pender, NC",3,Per capita personal income (dollars) 2/,35914
37143,"Perquimans, NC",1,Personal income (thousands of dollars),547356
37143,"Perquimans, NC",2,Population (persons) 1/,13422
37143,"Perquimans, NC",3,Per capita personal income (dollars) 2/,40781
37145,"Person, NC",1,Personal income (thousands of dollars),1509255
37145,"Person, NC",2,Population (persons) 1/,39507
37145,"Person, NC",3,Per capita personal income (dollars) 2/,38202
37147,"Pitt, NC",1,Personal income (thousands of dollars),7410874
37147,"Pitt, NC",2,Population (persons) 1/,179914
37147,"Pitt, NC",3,Per capita personal income (dollars) 2/,41191
37149,"Polk, NC",1,Personal income (thousands of dollars),933484
37149,"Polk, NC",2,Population (persons) 1/,20611
37149,"Polk, NC",3,Per capita personal income (dollars) 2/,45291
37151,"Randolph, NC",1,Personal income (thousands of dollars),5306487
37151,"Randolph, NC",2,Population (persons) 1/,143351
37151,"Randolph, NC",3,Per capita personal income (dollars) 2/,37017
37153,"Richmond, NC",1,Personal income (thousands of dollars),1577669
37153,"Richmond, NC",2,Population (persons) 1/,44887
37153,"Richmond, NC",3,Per capita personal income (dollars) 2/,35148
37155,"Robeson, NC",1,Personal income (thousands of dollars),3880802
37155,"Robeson, NC",2,Population (persons) 1/,131831
37155,"Robeson, NC",3,Per capita personal income (dollars) 2/,29438
37157,"Rockingham, NC",1,Personal income (thousands of dollars),3367943
37157,"Rockingham, NC",2,Population (persons) 1/,90690
37157,"Rockingham, NC",3,Per capita personal income (dollars) 2/,37137
37159,"Rowan, NC",1,Personal income (thousands of dollars),5380568
37159,"Rowan, NC",2,Population (persons) 1/,141262
37159,"Rowan, NC",3,Per capita personal income (dollars) 2/,38089
37161,"Rutherford, NC",1,Personal income (thousands of dollars),2189470
37161,"Rutherford, NC",2,Population (persons) 1/,66826
37161,"Rutherford, NC",3,Per capita personal income (dollars) 2/,32764
37163,"Sampson, NC",1,Personal income (thousands of dollars),2284190
37163,"Sampson, NC",2,Population (persons) 1/,63626
37163,"Sampson, NC",3,Per capita personal income (dollars) 2/,35900
37165,"Scotland, NC",1,Personal income (thousands of dollars),1156687
37165,"Scotland, NC",2,Population (persons) 1/,34810
37165,"Scotland, NC",3,Per capita personal income (dollars) 2/,33229
37167,"Stanly, NC",1,Personal income (thousands of dollars),2423873
37167,"Stanly, NC",2,Population (persons) 1/,62075
37167,"Stanly, NC",3,Per capita personal income (dollars) 2/,39047
37169,"Stokes, NC",1,Personal income (thousands of dollars),1675441
37169,"Stokes, NC",2,Population (persons) 1/,45467
37169,"Stokes, NC",3,Per capita personal income (dollars) 2/,36850
37171,"Surry, NC",1,Personal income (thousands of dollars),2771613
37171,"Surry, NC",2,Population (persons) 1/,71948
37171,"Surry, NC",3,Per capita personal income (dollars) 2/,38522
37173,"Swain, NC",1,Personal income (thousands of dollars),547424
37173,"Swain, NC",2,Population (persons) 1/,14245
37173,"Swain, NC",3,Per capita personal income (dollars) 2/,38429
37175,"Transylvania, NC",1,Personal income (thousands of dollars),1439442
37175,"Transylvania, NC",2,Population (persons) 1/,34215
37175,"Transylvania, NC",3,Per capita personal income (dollars) 2/,42070
37177,"Tyrrell, NC",1,Personal income (thousands of dollars),123931
37177,"Tyrrell, NC",2,Population (persons) 1/,4131
37177,"Tyrrell, NC",3,Per capita personal income (dollars) 2/,30000
37179,"Union, NC",1,Personal income (thousands of dollars),12108123
37179,"Union, NC",2,Population (persons) 1/,235908
37179,"Union, NC",3,Per capita personal income (dollars) 2/,51326
37181,"Vance, NC",1,Personal income (thousands of dollars),1565054
37181,"Vance, NC",2,Population (persons) 1/,44582
37181,"Vance, NC",3,Per capita personal income (dollars) 2/,35105
37183,"Wake, NC",1,Personal income (thousands of dollars),64461643
37183,"Wake, NC",2,Population (persons) 1/,1092305
37183,"Wake, NC",3,Per capita personal income (dollars) 2/,59014
37185,"Warren, NC",1,Personal income (thousands of dollars),602070
37185,"Warren, NC",2,Population (persons) 1/,19807
37185,"Warren, NC",3,Per capita personal income (dollars) 2/,30397
37187,"Washington, NC",1,Personal income (thousands of dollars),427786
37187,"Washington, NC",2,Population (persons) 1/,11859
37187,"Washington, NC",3,Per capita personal income (dollars) 2/,36073
37189,"Watauga, NC",1,Personal income (thousands of dollars),2052277
37189,"Watauga, NC",2,Population (persons) 1/,55945
37189,"Watauga, NC",3,Per capita personal income (dollars) 2/,36684
37191,"Wayne, NC",1,Personal income (thousands of dollars),4741631
37191,"Wayne, NC",2,Population (persons) 1/,123248
37191,"Wayne, NC",3,Per capita personal income (dollars) 2/,38472
37193,"Wilkes, NC",1,Personal income (thousands of dollars),2507520
37193,"Wilkes, NC",2,Population (persons) 1/,68557
37193,"Wilkes, NC",3,Per capita personal income (dollars) 2/,36576
37195,"Wilson, NC",1,Personal income (thousands of dollars),3299039
37195,"Wilson, NC",2,Population (persons) 1/,81455
37195,"Wilson, NC",3,Per capita personal income (dollars) 2/,40501
37197,"Yadkin, NC",1,Personal income (thousands of dollars),1390122
37197,"Yadkin, NC",2,Population (persons) 1/,37543
37197,"Yadkin, NC",3,Per capita personal income (dollars) 2/,37027
37199,"Yancey, NC",1,Personal income (thousands of dollars),657307
37199,"Yancey, NC",2,Population (persons) 1/,17903
37199,"Yancey, NC",3,Per capita personal income (dollars) 2/,36715
38001,"Adams, ND",1,Personal income (thousands of dollars),135797
38001,"Adams, ND",2,Population (persons) 1/,2294
38001,"Adams, ND",3,Per capita personal income (dollars) 2/,59197
38003,"Barnes, ND",1,Personal income (thousands of dollars),588079
38003,"Barnes, ND",2,Population (persons) 1/,10542
38003,"Barnes, ND",3,Per capita personal income (dollars) 2/,55784
38005,"Benson, ND",1,Personal income (thousands of dollars),240064
38005,"Benson, ND",2,Population (persons) 1/,6962
