IDWD Research and Analysis,,,,,,,,,,
,,,,,,,,,,
Unemployment Insurance (UI) Claims,,,,,,,,,,
,,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Disclosure Code,Pct. Change from Same,Disclosure Code
,,,,,,,,,Week Last Year,
"Decatur County, IN",18,31,2020,June,6,25,64,,100.00%,
"Decatur County, IN",18,31,2020,June,6,26,94,,100.00%,
"Decatur County, IN",18,31,2020,July,7,27,61,,100.00%,
"DeKalb County, IN",18,33,2020,January,1,1,28,,16.70%,
"DeKalb County, IN",18,33,2020,January,1,2,25,,25.00%,
"DeKalb County, IN",18,33,2020,January,1,3,23,,,
"DeKalb County, IN",18,33,2020,January,1,4,17,,-5.60%,
"DeKalb County, IN",18,33,2020,February,2,5,12,,-20.00%,
"DeKalb County, IN",18,33,2020,February,2,6,15,,-16.70%,
"DeKalb County, IN",18,33,2020,February,2,7,23,,,
"DeKalb County, IN",18,33,2020,February,2,8,39,,100.00%,
"DeKalb County, IN",18,33,2020,February,2,9,22,,69.20%,
"DeKalb County, IN",18,33,2020,March,3,10,,(D),,(D)
"DeKalb County, IN",18,33,2020,March,3,11,11,,100.00%,
"DeKalb County, IN",18,33,2020,March,3,12,382,,100.00%,
"DeKalb County, IN",18,33,2020,March,3,13,"1,366",,100.00%,
"DeKalb County, IN",18,33,2020,April,4,14,838,,7518.20%,
"DeKalb County, IN",18,33,2020,April,4,15,706,,5330.80%,
"DeKalb County, IN",18,33,2020,April,4,16,443,,4330.00%,
"DeKalb County, IN",18,33,2020,April,4,17,333,,1750.00%,
"DeKalb County, IN",18,33,2020,May,5,18,242,,100.00%,
"DeKalb County, IN",18,33,2020,May,5,19,169,,1026.70%,
"DeKalb County, IN",18,33,2020,May,5,20,181,,964.70%,
"DeKalb County, IN",18,33,2020,May,5,21,144,,657.90%,
"DeKalb County, IN",18,33,2020,May,5,22,115,,721.40%,
"DeKalb County, IN",18,33,2020,June,6,23,109,,738.50%,
"DeKalb County, IN",18,33,2020,June,6,24,112,,833.30%,
"DeKalb County, IN",18,33,2020,June,6,25,139,,100.00%,
"DeKalb County, IN",18,33,2020,June,6,26,191,,1810.00%,
"DeKalb County, IN",18,33,2020,July,7,27,101,,494.10%,
"Delaware County, IN",18,35,2020,January,1,1,102,,1.00%,
"Delaware County, IN",18,35,2020,January,1,2,93,,-3.10%,
"Delaware County, IN",18,35,2020,January,1,3,71,,6.00%,
"Delaware County, IN",18,35,2020,January,1,4,64,,-11.10%,
"Delaware County, IN",18,35,2020,February,2,5,57,,-14.90%,
"Delaware County, IN",18,35,2020,February,2,6,47,,17.50%,
"Delaware County, IN",18,35,2020,February,2,7,51,,13.30%,
"Delaware County, IN",18,35,2020,February,2,8,42,,40.00%,
"Delaware County, IN",18,35,2020,February,2,9,37,,32.10%,
"Delaware County, IN",18,35,2020,March,3,10,47,,56.70%,
"Delaware County, IN",18,35,2020,March,3,11,24,,,
"Delaware County, IN",18,35,2020,March,3,12,"1,010",,4490.90%,
"Delaware County, IN",18,35,2020,March,3,13,"2,148",,7571.40%,
"Delaware County, IN",18,35,2020,April,4,14,"1,696",,3938.10%,
"Delaware County, IN",18,35,2020,April,4,15,"1,565",,5919.20%,
"Delaware County, IN",18,35,2020,April,4,16,934,,2235.00%,
"Delaware County, IN",18,35,2020,April,4,17,720,,2471.40%,
"Delaware County, IN",18,35,2020,May,5,18,644,,2046.70%,
"Delaware County, IN",18,35,2020,May,5,19,405,,965.80%,
"Delaware County, IN",18,35,2020,May,5,20,419,,1209.40%,
"Delaware County, IN",18,35,2020,May,5,21,404,,1203.20%,
"Delaware County, IN",18,35,2020,May,5,22,364,,1248.10%,
"Delaware County, IN",18,35,2020,June,6,23,324,,752.60%,
"Delaware County, IN",18,35,2020,June,6,24,391,,902.60%,
"Delaware County, IN",18,35,2020,June,6,25,532,,1734.50%,
"Delaware County, IN",18,35,2020,June,6,26,756,,1889.50%,
"Delaware County, IN",18,35,2020,July,7,27,388,,1587.00%,
"Dubois County, IN",18,37,2020,January,1,1,29,,38.10%,
"Dubois County, IN",18,37,2020,January,1,2,14,,-6.70%,
"Dubois County, IN",18,37,2020,January,1,3,17,,-26.10%,
"Dubois County, IN",18,37,2020,January,1,4,13,,-43.50%,
"Dubois County, IN",18,37,2020,February,2,5,14,,-12.50%,
"Dubois County, IN",18,37,2020,February,2,6,10,,-41.20%,
"Dubois County, IN",18,37,2020,February,2,7,23,,53.30%,
"Dubois County, IN",18,37,2020,February,2,8,14,,-17.60%,
"Dubois County, IN",18,37,2020,February,2,9,,(D),,(D)
"Dubois County, IN",18,37,2020,March,3,10,,(D),,(D)
"Dubois County, IN",18,37,2020,March,3,11,,(D),,(D)
"Dubois County, IN",18,37,2020,March,3,12,158,,100.00%,
"Dubois County, IN",18,37,2020,March,3,13,533,,100.00%,
"Dubois County, IN",18,37,2020,April,4,14,626,,100.00%,
"Dubois County, IN",18,37,2020,April,4,15,714,,5850.00%,
"Dubois County, IN",18,37,2020,April,4,16,491,,4363.60%,
"Dubois County, IN",18,37,2020,April,4,17,274,,100.00%,
"Dubois County, IN",18,37,2020,May,5,18,221,,100.00%,
"Dubois County, IN",18,37,2020,May,5,19,187,,100.00%,
"Dubois County, IN",18,37,2020,May,5,20,207,,1378.60%,
"Dubois County, IN",18,37,2020,May,5,21,195,,100.00%,
"Dubois County, IN",18,37,2020,May,5,22,138,,1280.00%,
"Dubois County, IN",18,37,2020,June,6,23,148,,886.70%,
"Dubois County, IN",18,37,2020,June,6,24,140,,723.50%,
"Dubois County, IN",18,37,2020,June,6,25,108,,100.00%,
"Dubois County, IN",18,37,2020,June,6,26,159,,1490.00%,
"Dubois County, IN",18,37,2020,July,7,27,91,,100.00%,
"Elkhart County, IN",18,39,2020,January,1,1,228,,24.60%,
"Elkhart County, IN",18,39,2020,January,1,2,225,,43.30%,
"Elkhart County, IN",18,39,2020,January,1,3,225,,50.00%,
"Elkhart County, IN",18,39,2020,January,1,4,68,,-41.40%,
"Elkhart County, IN",18,39,2020,February,2,5,87,,-43.90%,
"Elkhart County, IN",18,39,2020,February,2,6,59,,-77.90%,
"Elkhart County, IN",18,39,2020,February,2,7,64,,-9.90%,
"Elkhart County, IN",18,39,2020,February,2,8,82,,9.30%,
"Elkhart County, IN",18,39,2020,February,2,9,70,,-41.70%,
"Elkhart County, IN",18,39,2020,March,3,10,81,,-37.20%,
"Elkhart County, IN",18,39,2020,March,3,11,50,,-32.40%,
"Elkhart County, IN",18,39,2020,March,3,12,"1,052",,1056.00%,
"Elkhart County, IN",18,39,2020,March,3,13,"9,844",,10837.80%,
"Elkhart County, IN",18,39,2020,April,4,14,"7,487",,7699.00%,
"Elkhart County, IN",18,39,2020,April,4,15,"5,405",,5147.60%,
"Elkhart County, IN",18,39,2020,April,4,16,"2,747",,2952.20%,
"Elkhart County, IN",18,39,2020,April,4,17,"1,907",,808.10%,
"Elkhart County, IN",18,39,2020,May,5,18,"1,250",,1162.60%,
"Elkhart County, IN",18,39,2020,May,5,19,882,,1002.50%,
"Elkhart County, IN",18,39,2020,May,5,20,890,,1055.80%,
"Elkhart County, IN",18,39,2020,May,5,21,645,,834.80%,
"Elkhart County, IN",18,39,2020,May,5,22,827,,490.70%,
"Elkhart County, IN",18,39,2020,June,6,23,715,,91.20%,
"Elkhart County, IN",18,39,2020,June,6,24,724,,678.50%,
"Elkhart County, IN",18,39,2020,June,6,25,802,,762.40%,
"Elkhart County, IN",18,39,2020,June,6,26,983,,650.40%,
"Elkhart County, IN",18,39,2020,July,7,27,617,,235.30%,
"Fayette County, IN",18,41,2020,January,1,1,,(D),,(D)
"Fayette County, IN",18,41,2020,January,1,2,10,,-23.10%,
"Fayette County, IN",18,41,2020,January,1,3,,(D),,(D)
"Fayette County, IN",18,41,2020,January,1,4,13,,-13.30%,
"Fayette County, IN",18,41,2020,February,2,5,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,6,22,,100.00%,
"Fayette County, IN",18,41,2020,February,2,7,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,8,,(D),,(D)
"Fayette County, IN",18,41,2020,February,2,9,,(D),,(D)
"Fayette County, IN",18,41,2020,March,3,10,,(D),,(D)
"Fayette County, IN",18,41,2020,March,3,11,35,,100.00%,
"Fayette County, IN",18,41,2020,March,3,12,183,,1730.00%,
"Fayette County, IN",18,41,2020,March,3,13,444,,100.00%,
"Fayette County, IN",18,41,2020,April,4,14,454,,100.00%,
"Fayette County, IN",18,41,2020,April,4,15,432,,100.00%,
"Fayette County, IN",18,41,2020,April,4,16,241,,100.00%,
"Fayette County, IN",18,41,2020,April,4,17,167,,100.00%,
"Fayette County, IN",18,41,2020,May,5,18,148,,100.00%,
"Fayette County, IN",18,41,2020,May,5,19,107,,100.00%,
"Fayette County, IN",18,41,2020,May,5,20,101,,100.00%,
"Fayette County, IN",18,41,2020,May,5,21,89,,535.70%,
"Fayette County, IN",18,41,2020,May,5,22,87,,770.00%,
"Fayette County, IN",18,41,2020,June,6,23,64,,326.70%,
"Fayette County, IN",18,41,2020,June,6,24,72,,414.30%,
"Fayette County, IN",18,41,2020,June,6,25,74,,100.00%,
"Fayette County, IN",18,41,2020,June,6,26,109,,990.00%,
"Fayette County, IN",18,41,2020,July,7,27,51,,325.00%,
"Floyd County, IN",18,43,2020,January,1,1,20,,-23.10%,
"Floyd County, IN",18,43,2020,January,1,2,41,,32.30%,
"Floyd County, IN",18,43,2020,January,1,3,27,,80.00%,
"Floyd County, IN",18,43,2020,January,1,4,13,,-43.50%,
"Floyd County, IN",18,43,2020,February,2,5,21,,31.30%,
"Floyd County, IN",18,43,2020,February,2,6,17,,21.40%,
"Floyd County, IN",18,43,2020,February,2,7,24,,100.00%,
"Floyd County, IN",18,43,2020,February,2,8,23,,100.00%,
"Floyd County, IN",18,43,2020,February,2,9,13,,100.00%,
"Floyd County, IN",18,43,2020,March,3,10,14,,100.00%,
"Floyd County, IN",18,43,2020,March,3,11,13,,100.00%,
"Floyd County, IN",18,43,2020,March,3,12,742,,100.00%,
"Floyd County, IN",18,43,2020,March,3,13,"1,228",,12180.00%,
"Floyd County, IN",18,43,2020,April,4,14,"1,098",,100.00%,
"Floyd County, IN",18,43,2020,April,4,15,"1,185",,100.00%,
"Floyd County, IN",18,43,2020,April,4,16,653,,100.00%,
"Floyd County, IN",18,43,2020,April,4,17,421,,3727.30%,
"Floyd County, IN",18,43,2020,May,5,18,369,,100.00%,
"Floyd County, IN",18,43,2020,May,5,19,239,,100.00%,
"Floyd County, IN",18,43,2020,May,5,20,212,,100.00%,
"Floyd County, IN",18,43,2020,May,5,21,247,,100.00%,
"Floyd County, IN",18,43,2020,May,5,22,187,,100.00%,
"Floyd County, IN",18,43,2020,June,6,23,179,,100.00%,
"Floyd County, IN",18,43,2020,June,6,24,198,,100.00%,
"Floyd County, IN",18,43,2020,June,6,25,271,,100.00%,
"Floyd County, IN",18,43,2020,June,6,26,330,,100.00%,
"Floyd County, IN",18,43,2020,July,7,27,160,,100.00%,
"Fountain County, IN",18,45,2020,January,1,1,10,,-9.10%,
"Fountain County, IN",18,45,2020,January,1,2,,(D),,(D)
"Fountain County, IN",18,45,2020,January,1,3,10,,,
"Fountain County, IN",18,45,2020,January,1,4,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,5,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,7,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,8,,(D),,(D)
"Fountain County, IN",18,45,2020,February,2,9,,(D),,(D)
"Fountain County, IN",18,45,2020,March,3,10,,(D),,(D)
"Fountain County, IN",18,45,2020,March,3,11,,(D),,(D)
"Fountain County, IN",18,45,2020,March,3,12,109,,100.00%,
"Fountain County, IN",18,45,2020,March,3,13,292,,100.00%,
"Fountain County, IN",18,45,2020,April,4,14,277,,100.00%,
"Fountain County, IN",18,45,2020,April,4,15,304,,100.00%,
"Fountain County, IN",18,45,2020,April,4,16,163,,100.00%,
"Fountain County, IN",18,45,2020,April,4,17,118,,100.00%,
"Fountain County, IN",18,45,2020,May,5,18,74,,100.00%,
"Fountain County, IN",18,45,2020,May,5,19,50,,100.00%,
"Fountain County, IN",18,45,2020,May,5,20,61,,100.00%,
"Fountain County, IN",18,45,2020,May,5,21,37,,100.00%,
"Fountain County, IN",18,45,2020,May,5,22,30,,100.00%,
"Fountain County, IN",18,45,2020,June,6,23,34,,100.00%,
"Fountain County, IN",18,45,2020,June,6,24,32,,100.00%,
"Fountain County, IN",18,45,2020,June,6,25,57,,100.00%,
"Fountain County, IN",18,45,2020,June,6,26,66,,100.00%,
"Fountain County, IN",18,45,2020,July,7,27,34,,,
"Franklin County, IN",18,47,2020,January,1,1,17,,6.30%,
"Franklin County, IN",18,47,2020,January,1,2,17,,-5.60%,
"Franklin County, IN",18,47,2020,January,1,3,,(D),,(D)
"Franklin County, IN",18,47,2020,January,1,4,,(D),,(D)
"Franklin County, IN",18,47,2020,February,2,5,33,,37.50%,
"Franklin County, IN",18,47,2020,February,2,6,12,,20.00%,
"Franklin County, IN",18,47,2020,February,2,7,13,,100.00%,
"Franklin County, IN",18,47,2020,February,2,8,15,,100.00%,
"Franklin County, IN",18,47,2020,February,2,9,,(D),,(D)
"Franklin County, IN",18,47,2020,March,3,10,,(D),,(D)
"Franklin County, IN",18,47,2020,March,3,11,,(D),,(D)
"Franklin County, IN",18,47,2020,March,3,12,138,,100.00%,
"Franklin County, IN",18,47,2020,March,3,13,353,,100.00%,
"Franklin County, IN",18,47,2020,April,4,14,405,,100.00%,
"Franklin County, IN",18,47,2020,April,4,15,374,,100.00%,
"Franklin County, IN",18,47,2020,April,4,16,260,,100.00%,
"Franklin County, IN",18,47,2020,April,4,17,154,,100.00%,
"Franklin County, IN",18,47,2020,May,5,18,88,,100.00%,
"Franklin County, IN",18,47,2020,May,5,19,70,,100.00%,
"Franklin County, IN",18,47,2020,May,5,20,58,,100.00%,
"Franklin County, IN",18,47,2020,May,5,21,47,,100.00%,
"Franklin County, IN",18,47,2020,May,5,22,32,,100.00%,
"Franklin County, IN",18,47,2020,June,6,23,53,,100.00%,
"Franklin County, IN",18,47,2020,June,6,24,43,,100.00%,
"Franklin County, IN",18,47,2020,June,6,25,62,,100.00%,
"Franklin County, IN",18,47,2020,June,6,26,98,,100.00%,
"Franklin County, IN",18,47,2020,July,7,27,52,,100.00%,
"Fulton County, IN",18,49,2020,January,1,1,20,,100.00%,
"Fulton County, IN",18,49,2020,January,1,2,13,,-18.80%,
"Fulton County, IN",18,49,2020,January,1,3,19,,35.70%,
"Fulton County, IN",18,49,2020,January,1,4,11,,-15.40%,
"Fulton County, IN",18,49,2020,February,2,5,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,6,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,7,11,,100.00%,
"Fulton County, IN",18,49,2020,February,2,8,,(D),,(D)
"Fulton County, IN",18,49,2020,February,2,9,,(D),,(D)
"Fulton County, IN",18,49,2020,March,3,10,,(D),,(D)
"Fulton County, IN",18,49,2020,March,3,11,,(D),,(D)
"Fulton County, IN",18,49,2020,March,3,12,115,,100.00%,
"Fulton County, IN",18,49,2020,March,3,13,320,,2809.10%,
"Fulton County, IN",18,49,2020,April,4,14,371,,100.00%,
"Fulton County, IN",18,49,2020,April,4,15,326,,100.00%,
"Fulton County, IN",18,49,2020,April,4,16,181,,100.00%,
"Fulton County, IN",18,49,2020,April,4,17,120,,100.00%,
"Fulton County, IN",18,49,2020,May,5,18,90,,100.00%,
"Fulton County, IN",18,49,2020,May,5,19,71,,100.00%,
"Fulton County, IN",18,49,2020,May,5,20,65,,100.00%,
"Fulton County, IN",18,49,2020,May,5,21,64,,100.00%,
"Fulton County, IN",18,49,2020,May,5,22,59,,100.00%,
"Fulton County, IN",18,49,2020,June,6,23,49,,100.00%,
"Fulton County, IN",18,49,2020,June,6,24,56,,100.00%,
"Fulton County, IN",18,49,2020,June,6,25,90,,100.00%,
"Fulton County, IN",18,49,2020,June,6,26,145,,100.00%,
"Fulton County, IN",18,49,2020,July,7,27,61,,100.00%,
"Gibson County, IN",18,51,2020,January,1,1,19,,-24.00%,
"Gibson County, IN",18,51,2020,January,1,2,24,,,
"Gibson County, IN",18,51,2020,January,1,3,18,,50.00%,
"Gibson County, IN",18,51,2020,January,1,4,15,,15.40%,
"Gibson County, IN",18,51,2020,February,2,5,18,,20.00%,
"Gibson County, IN",18,51,2020,February,2,6,14,,-33.30%,
"Gibson County, IN",18,51,2020,February,2,7,18,,5.90%,
"Gibson County, IN",18,51,2020,February,2,8,11,,-15.40%,
"Gibson County, IN",18,51,2020,February,2,9,,(D),,(D)
"Gibson County, IN",18,51,2020,March,3,10,10,,-9.10%,
"Gibson County, IN",18,51,2020,March,3,11,11,,100.00%,
"Gibson County, IN",18,51,2020,March,3,12,281,,100.00%,
"Gibson County, IN",18,51,2020,March,3,13,666,,100.00%,
"Gibson County, IN",18,51,2020,April,4,14,909,,100.00%,
"Gibson County, IN",18,51,2020,April,4,15,"1,136",,10227.30%,
"Gibson County, IN",18,51,2020,April,4,16,549,,3821.40%,
"Gibson County, IN",18,51,2020,April,4,17,251,,100.00%,
"Gibson County, IN",18,51,2020,May,5,18,180,,100.00%,
"Gibson County, IN",18,51,2020,May,5,19,105,,854.50%,
"Gibson County, IN",18,51,2020,May,5,20,91,,727.30%,
"Gibson County, IN",18,51,2020,May,5,21,87,,625.00%,
"Gibson County, IN",18,51,2020,May,5,22,84,,100.00%,
"Gibson County, IN",18,51,2020,June,6,23,88,,780.00%,
"Gibson County, IN",18,51,2020,June,6,24,69,,100.00%,
"Gibson County, IN",18,51,2020,June,6,25,70,,600.00%,
"Gibson County, IN",18,51,2020,June,6,26,133,,100.00%,
"Gibson County, IN",18,51,2020,July,7,27,79,,690.00%,
"Grant County, IN",18,53,2020,January,1,1,41,,32.30%,
"Grant County, IN",18,53,2020,January,1,2,75,,15.40%,
"Grant County, IN",18,53,2020,January,1,3,42,,68.00%,
"Grant County, IN",18,53,2020,January,1,4,29,,38.10%,
"Grant County, IN",18,53,2020,February,2,5,23,,,
"Grant County, IN",18,53,2020,February,2,6,30,,30.40%,
"Grant County, IN",18,53,2020,February,2,7,30,,20.00%,
"Grant County, IN",18,53,2020,February,2,8,19,,35.70%,
"Grant County, IN",18,53,2020,February,2,9,23,,64.30%,
"Grant County, IN",18,53,2020,March,3,10,26,,18.20%,
"Grant County, IN",18,53,2020,March,3,11,28,,47.40%,
"Grant County, IN",18,53,2020,March,3,12,457,,1977.30%,
"Grant County, IN",18,53,2020,March,3,13,"1,091",,5095.20%,
"Grant County, IN",18,53,2020,April,4,14,732,,1563.60%,
"Grant County, IN",18,53,2020,April,4,15,756,,1700.00%,
"Grant County, IN",18,53,2020,April,4,16,503,,970.20%,
"Grant County, IN",18,53,2020,April,4,17,456,,2750.00%,
"Grant County, IN",18,53,2020,May,5,18,343,,1917.60%,
"Grant County, IN",18,53,2020,May,5,19,223,,725.90%,
"Grant County, IN",18,53,2020,May,5,20,203,,1027.80%,
"Grant County, IN",18,53,2020,May,5,21,166,,1176.90%,
"Grant County, IN",18,53,2020,May,5,22,214,,1026.30%,
"Grant County, IN",18,53,2020,June,6,23,158,,587.00%,
"Grant County, IN",18,53,2020,June,6,24,185,,537.90%,
"Grant County, IN",18,53,2020,June,6,25,252,,1580.00%,
"Grant County, IN",18,53,2020,June,6,26,403,,3000.00%,
"Grant County, IN",18,53,2020,July,7,27,188,,840.00%,
"Greene County, IN",18,55,2020,January,1,1,29,,-9.40%,
"Greene County, IN",18,55,2020,January,1,2,33,,17.90%,
"Greene County, IN",18,55,2020,January,1,3,17,,-32.00%,
"Greene County, IN",18,55,2020,January,1,4,30,,-16.70%,
"Greene County, IN",18,55,2020,February,2,5,24,,-17.20%,
"Greene County, IN",18,55,2020,February,2,6,20,,,
"Greene County, IN",18,55,2020,February,2,7,20,,53.80%,
"Greene County, IN",18,55,2020,February,2,8,15,,-6.30%,
"Greene County, IN",18,55,2020,February,2,9,11,,-8.30%,
"Greene County, IN",18,55,2020,March,3,10,,(D),,(D)
"Greene County, IN",18,55,2020,March,3,11,16,,-5.90%,
"Greene County, IN",18,55,2020,March,3,12,113,,100.00%,
"Greene County, IN",18,55,2020,March,3,13,274,,100.00%,
"Greene County, IN",18,55,2020,April,4,14,343,,3330.00%,
"Greene County, IN",18,55,2020,April,4,15,324,,2845.50%,
"Greene County, IN",18,55,2020,April,4,16,204,,1600.00%,
"Greene County, IN",18,55,2020,April,4,17,197,,100.00%,
"Greene County, IN",18,55,2020,May,5,18,125,,635.30%,
"Greene County, IN",18,55,2020,May,5,19,82,,100.00%,
"Greene County, IN",18,55,2020,May,5,20,91,,313.60%,
"Greene County, IN",18,55,2020,May,5,21,66,,340.00%,
"Greene County, IN",18,55,2020,May,5,22,92,,820.00%,
"Greene County, IN",18,55,2020,June,6,23,74,,572.70%,
"Greene County, IN",18,55,2020,June,6,24,65,,490.90%,
"Greene County, IN",18,55,2020,June,6,25,88,,780.00%,
"Greene County, IN",18,55,2020,June,6,26,110,,816.70%,
"Greene County, IN",18,55,2020,July,7,27,65,,490.90%,
"Hamilton County, IN",18,57,2020,January,1,1,106,,-0.90%,
"Hamilton County, IN",18,57,2020,January,1,2,127,,41.10%,
"Hamilton County, IN",18,57,2020,January,1,3,80,,-12.10%,
"Hamilton County, IN",18,57,2020,January,1,4,77,,32.80%,
"Hamilton County, IN",18,57,2020,February,2,5,61,,-3.20%,
"Hamilton County, IN",18,57,2020,February,2,6,69,,6.20%,
"Hamilton County, IN",18,57,2020,February,2,7,68,,21.40%,
"Hamilton County, IN",18,57,2020,February,2,8,51,,8.50%,
"Hamilton County, IN",18,57,2020,February,2,9,66,,32.00%,
"Hamilton County, IN",18,57,2020,March,3,10,52,,-14.80%,
"Hamilton County, IN",18,57,2020,March,3,11,83,,29.70%,
"Hamilton County, IN",18,57,2020,March,3,12,"2,247",,3985.50%,
"Hamilton County, IN",18,57,2020,March,3,13,"3,554",,6868.60%,
"Hamilton County, IN",18,57,2020,April,4,14,"3,756",,4120.20%,
"Hamilton County, IN",18,57,2020,April,4,15,"3,618",,6478.20%,
"Hamilton County, IN",18,57,2020,April,4,16,"2,548",,3343.20%,
"Hamilton County, IN",18,57,2020,April,4,17,"2,209",,4920.50%,
"Hamilton County, IN",18,57,2020,May,5,18,"1,758",,4085.70%,
"Hamilton County, IN",18,57,2020,May,5,19,"1,045",,1733.30%,
"Hamilton County, IN",18,57,2020,May,5,20,997,,2456.40%,
"Hamilton County, IN",18,57,2020,May,5,21,784,,1379.20%,
"Hamilton County, IN",18,57,2020,May,5,22,647,,1440.50%,
"Hamilton County, IN",18,57,2020,June,6,23,752,,1780.00%,
"Hamilton County, IN",18,57,2020,June,6,24,779,,2005.40%,
"Hamilton County, IN",18,57,2020,June,6,25,870,,2251.40%,
"Hamilton County, IN",18,57,2020,June,6,26,"1,499",,3022.90%,
"Hamilton County, IN",18,57,2020,July,7,27,751,,1929.70%,
"Hancock County, IN",18,59,2020,January,1,1,32,,-3.00%,
"Hancock County, IN",18,59,2020,January,1,2,30,,-33.30%,
"Hancock County, IN",18,59,2020,January,1,3,29,,-14.70%,
"Hancock County, IN",18,59,2020,January,1,4,16,,-66.00%,
"Hancock County, IN",18,59,2020,February,2,5,25,,-7.40%,
"Hancock County, IN",18,59,2020,February,2,6,27,,-30.80%,
"Hancock County, IN",18,59,2020,February,2,7,18,,-10.00%,
"Hancock County, IN",18,59,2020,February,2,8,24,,9.10%,
"Hancock County, IN",18,59,2020,February,2,9,23,,76.90%,
"Hancock County, IN",18,59,2020,March,3,10,13,,-51.90%,
"Hancock County, IN",18,59,2020,March,3,11,19,,11.80%,
"Hancock County, IN",18,59,2020,March,3,12,634,,3236.80%,
"Hancock County, IN",18,59,2020,March,3,13,"1,060",,7471.40%,
"Hancock County, IN",18,59,2020,April,4,14,"1,116",,6100.00%,
"Hancock County, IN",18,59,2020,April,4,15,"1,090",,5350.00%,
"Hancock County, IN",18,59,2020,April,4,16,717,,100.00%,
"Hancock County, IN",18,59,2020,April,4,17,548,,2784.20%,
"Hancock County, IN",18,59,2020,May,5,18,460,,2455.60%,
"Hancock County, IN",18,59,2020,May,5,19,278,,1223.80%,
"Hancock County, IN",18,59,2020,May,5,20,245,,1431.30%,
"Hancock County, IN",18,59,2020,May,5,21,232,,1188.90%,
"Hancock County, IN",18,59,2020,May,5,22,164,,811.10%,
"Hancock County, IN",18,59,2020,June,6,23,163,,1064.30%,
"Hancock County, IN",18,59,2020,June,6,24,185,,704.30%,
"Hancock County, IN",18,59,2020,June,6,25,190,,100.00%,
"Hancock County, IN",18,59,2020,June,6,26,332,,1409.10%,
"Hancock County, IN",18,59,2020,July,7,27,187,,1338.50%,
"Harrison County, IN",18,61,2020,January,1,1,34,,21.40%,
"Harrison County, IN",18,61,2020,January,1,2,27,,-20.60%,
"Harrison County, IN",18,61,2020,January,1,3,16,,-42.90%,
"Harrison County, IN",18,61,2020,January,1,4,18,,-30.80%,
"Harrison County, IN",18,61,2020,February,2,5,15,,-25.00%,
"Harrison County, IN",18,61,2020,February,2,6,21,,100.00%,
"Harrison County, IN",18,61,2020,February,2,7,10,,100.00%,
"Harrison County, IN",18,61,2020,February,2,8,,(D),,(D)
"Harrison County, IN",18,61,2020,February,2,9,10,,100.00%,
"Harrison County, IN",18,61,2020,March,3,10,,(D),,(D)
"Harrison County, IN",18,61,2020,March,3,11,12,,100.00%,
"Harrison County, IN",18,61,2020,March,3,12,308,,100.00%,
"Harrison County, IN",18,61,2020,March,3,13,686,,5616.70%,
"Harrison County, IN",18,61,2020,April,4,14,604,,4546.20%,
"Harrison County, IN",18,61,2020,April,4,15,610,,4257.10%,
"Harrison County, IN",18,61,2020,April,4,16,356,,100.00%,
"Harrison County, IN",18,61,2020,April,4,17,210,,100.00%,
"Harrison County, IN",18,61,2020,May,5,18,171,,100.00%,
"Harrison County, IN",18,61,2020,May,5,19,99,,100.00%,
"Harrison County, IN",18,61,2020,May,5,20,99,,890.00%,
"Harrison County, IN",18,61,2020,May,5,21,79,,100.00%,
"Harrison County, IN",18,61,2020,May,5,22,90,,100.00%,
"Harrison County, IN",18,61,2020,June,6,23,83,,100.00%,
"Harrison County, IN",18,61,2020,June,6,24,89,,100.00%,
"Harrison County, IN",18,61,2020,June,6,25,90,,100.00%,
"Harrison County, IN",18,61,2020,June,6,26,140,,600.00%,
"Harrison County, IN",18,61,2020,July,7,27,56,,409.10%,
"Hendricks County, IN",18,63,2020,January,1,1,64,,-9.90%,
"Hendricks County, IN",18,63,2020,January,1,2,49,,-38.00%,
"Hendricks County, IN",18,63,2020,January,1,3,65,,35.40%,
"Hendricks County, IN",18,63,2020,January,1,4,54,,20.00%,
"Hendricks County, IN",18,63,2020,February,2,5,38,,-17.40%,
"Hendricks County, IN",18,63,2020,February,2,6,41,,-24.10%,
"Hendricks County, IN",18,63,2020,February,2,7,29,,-19.40%,
"Hendricks County, IN",18,63,2020,February,2,8,21,,-48.80%,
"Hendricks County, IN",18,63,2020,February,2,9,25,,-19.40%,
"Hendricks County, IN",18,63,2020,March,3,10,35,,-5.40%,
"Hendricks County, IN",18,63,2020,March,3,11,25,,4.20%,
"Hendricks County, IN",18,63,2020,March,3,12,962,,3335.70%,
"Hendricks County, IN",18,63,2020,March,3,13,"1,532",,5792.30%,
"Hendricks County, IN",18,63,2020,April,4,14,"1,782",,3612.50%,
"Hendricks County, IN",18,63,2020,April,4,15,"1,784",,5654.80%,
"Hendricks County, IN",18,63,2020,April,4,16,"1,245",,3561.80%,
"Hendricks County, IN",18,63,2020,April,4,17,943,,2317.90%,
